UniqueNo,SampleCode,Genus,Species,Sex,ColMonth,ColDay,ColYear,TRANSECT,TRAP,SITE
423368,02115310B,Bebearia,sophus,f,Nov,24,2005,1,1,2
423236,0211533B,Bebearia,sophus,f,Aug,10,2005,1,1,2
423268,0211533B,Bebearia,sophus,m,Aug,10,2005,1,1,2
423043,0211538A,Bebearia,sophus,f,Oct,12,2005,1,1,2
423233,0211538A,Bebearia,sophus,m,Oct,12,2005,1,1,2
423355,0211538B,Bebearia,sophus,f,Oct,13,2005,1,1,2
458798,0211542B,Bebearia,sophus,f,Jan,26,2006,1,1,2
459312,0211543B,Bebearia,sophus,f,Feb,16,2006,1,1,2
422220,0212536A,Bebearia,sophus,m,Sep,14,2005,1,2,2
422181,0212538B,Bebearia,sophus,m,Oct,13,2005,1,2,2
459452,0212544B,Bebearia,sophus,f,Mar,9,2006,1,2,2
459094,0213541B,Bebearia,sophus,m,Jan,5,2006,1,3,2
459304,0213544B,Bebearia,sophus,m,Mar,9,2006,1,3,2
458630,0213547A,Bebearia,sophus,m,May,10,2006,1,3,2
423192,0214539A,Bebearia,sophus,m,Nov,2,2005,1,4,2
423118,02215311A,Bebearia,sophus,m,Dec,14,2005,2,1,2
458883,0221543B,Bebearia,sophus,f,Feb,16,2006,2,1,2
459201,0221546B,Bebearia,sophus,m,Apr,20,2006,2,1,2
458780,0221551B,Bebearia,sophus,f,Jun,1,2006,2,1,2
423357,0222532A,Bebearia,sophus,f,Jul,23,2005,2,2,2
423278,0222539A,Bebearia,sophus,f,Nov,2,2005,2,2,2
423318,0222539A,Bebearia,sophus,f,Nov,2,2005,2,2,2
459389,0222544A,Bebearia,sophus,f,Mar,8,2006,2,2,2
440204,0222544B,Bebearia,sophus,f,Mar,9,2006,2,2,2
459320,0222545A,Bebearia,sophus,m,Mar,29,2006,2,2,2
459123,0222546A,Bebearia,sophus,m,Apr,19,2006,2,2,2
459284,0222546A,Bebearia,sophus,m,Apr,19,2006,2,2,2
458672,0222546B,Bebearia,sophus,m,Apr,20,2006,2,2,2
459098,0222547A,Bebearia,sophus,m,May,10,2006,2,2,2
459379,0222551A,Bebearia,sophus,m,May,31,2006,2,2,2
422339,02235311A,Bebearia,sophus,m,Dec,14,2005,2,3,2
422217,02235311B,Bebearia,sophus,f,Dec,15,2005,2,3,2
423309,0223536A,Bebearia,sophus,m,Sep,14,2005,2,3,2
423270,0224531A,Bebearia,sophus,m,Jun,15,2005,2,4,2
423356,0224533B,Bebearia,sophus,m,Aug,10,2005,2,4,2
423153,0224535B,Bebearia,sophus,m,Sep,1,2005,2,4,2
423035,0224539A,Bebearia,sophus,f,Nov,2,2005,2,4,2
459274,0224546A,Bebearia,sophus,f,Apr,19,2006,2,4,2
458620,0224546B,Bebearia,sophus,m,Apr,20,2006,2,4,2
423246,02315310A,Bebearia,sophus,m,Nov,23,2005,3,1,2
422499,02315311A,Bebearia,sophus,f,Dec,14,2005,3,1,2
423075,02315311A,Bebearia,sophus,f,Dec,14,2005,3,1,2
423243,02315311B,Bebearia,sophus,f,Dec,15,2005,3,1,2
459310,0231542A,Bebearia,sophus,m,Jan,25,2006,3,1,2
458746,0231543B,Bebearia,sophus,f,Feb,16,2006,3,1,2
459128,0231543B,Bebearia,sophus,f,Feb,16,2006,3,1,2
440908,0231546A,Bebearia,sophus,m,Apr,19,2006,3,1,2
458962,0231546A,Bebearia,sophus,m,Apr,19,2006,3,1,2
459364,0231546A,Bebearia,sophus,f,Apr,19,2006,3,1,2
459332,0231546B,Bebearia,sophus,m,Apr,20,2006,3,1,2
459408,0231546B,Bebearia,sophus,m,Apr,20,2006,3,1,2
422185,02325310A,Bebearia,sophus,m,Nov,23,2005,3,2,2
458622,0232545A,Bebearia,sophus,m,Mar,29,2006,3,2,2
459062,0232546A,Bebearia,sophus,f,Apr,19,2006,3,2,2
459161,0232546A,Bebearia,sophus,m,Apr,19,2006,3,2,2
459139,0232547B,Bebearia,sophus,f,May,11,2006,3,2,2
423313,02335310B,Bebearia,sophus,m,Nov,24,2005,3,3,2
422442,0233533A,Bebearia,sophus,m,Aug,9,2005,3,3,2
458967,0233545A,Bebearia,sophus,m,Mar,29,2006,3,3,2
459060,0233551A,Bebearia,sophus,f,May,31,2006,3,3,2
423196,02345311A,Bebearia,sophus,m,Dec,14,2005,3,4,2
422326,02345311B,Bebearia,sophus,m,Dec,15,2005,3,4,2
422359,0234535A,Bebearia,sophus,m,Aug,31,2005,3,4,2
423168,0234536B,Bebearia,sophus,m,Sep,15,2005,3,4,2
458881,0234541A,Bebearia,sophus,m,Jan,4,2006,3,4,2
459278,0234543B,Bebearia,sophus,f,Feb,16,2006,3,4,2
458763,0234546A,Bebearia,sophus,m,Apr,19,2006,3,4,2
459162,0234547A,Bebearia,sophus,m,May,10,2006,3,4,2
460986,0234551B,Bebearia,sophus,m,Jun,1,2006,3,4,2
422332,0241531B,Bebearia,sophus,m,Jun,16,2005,4,1,2
422259,0241536A,Bebearia,sophus,m,Sep,14,2005,4,1,2
423347,0241537A,Bebearia,sophus,f,Sep,28,2005,4,1,2
458723,0241541B,Bebearia,sophus,m,Jan,5,2006,4,1,2
459245,0241544A,Bebearia,sophus,f,Mar,8,2006,4,1,2
459381,0241544A,Bebearia,sophus,m,Mar,8,2006,4,1,2
459197,0241545A,Bebearia,sophus,m,Mar,29,2006,4,1,2
458941,0241546A,Bebearia,sophus,f,Apr,19,2006,4,1,2
423282,0242531B,Bebearia,sophus,m,Jun,16,2005,4,2,2
423322,0242533A,Bebearia,sophus,m,Aug,9,2005,4,2,2
423076,0242533B,Bebearia,sophus,m,Aug,10,2005,4,2,2
423358,0242533B,Bebearia,sophus,f,Aug,10,2005,4,2,2
423308,0242534A,Bebearia,sophus,m,Aug,16,2005,4,2,2
423229,0242535B,Bebearia,sophus,m,Sep,1,2005,4,2,2
423152,0242536B,Bebearia,sophus,m,Sep,15,2005,4,2,2
458635,0242543A,Bebearia,sophus,m,Feb,15,2006,4,2,2
458851,0242543A,Bebearia,sophus,m,Feb,15,2006,4,2,2
458870,0242543B,Bebearia,sophus,f,Feb,16,2006,4,2,2
459398,0242543B,Bebearia,sophus,f,Feb,16,2006,4,2,2
459008,0242545B,Bebearia,sophus,m,Mar,30,2006,4,2,2
458726,0242547A,Bebearia,sophus,m,May,10,2006,4,2,2
458666,0242547B,Bebearia,sophus,m,May,11,2006,4,2,2
459085,0242551A,Bebearia,sophus,m,May,31,2006,4,2,2
459327,0242551B,Bebearia,sophus,f,Jun,1,2006,4,2,2
423034,0243531B,Bebearia,sophus,m,Jun,16,2005,4,3,2
421758,0243539B,Bebearia,sophus,m,Nov,3,2005,4,3,2
423312,0243539B,Bebearia,sophus,m,Nov,3,2005,4,3,2
459231,0243541B,Bebearia,sophus,m,Jan,5,2006,4,3,2
459291,0243541B,Bebearia,sophus,f,Jan,5,2006,4,3,2
459368,0243542A,Bebearia,sophus,f,Jan,25,2006,4,3,2
459181,0243543B,Bebearia,sophus,f,Feb,16,2006,4,3,2
459266,0243543B,Bebearia,sophus,f,Feb,16,2006,4,3,2
459224,0243544B,Bebearia,sophus,m,Mar,9,2006,4,3,2
440834,0243545A,Bebearia,sophus,f,Mar,29,2006,4,3,2
458856,0243545A,Bebearia,sophus,m,Mar,29,2006,4,3,2
459031,0243545A,Bebearia,sophus,f,Mar,29,2006,4,3,2
459040,0243545A,Bebearia,sophus,m,Mar,29,2006,4,3,2
458636,0243545B,Bebearia,sophus,f,Mar,30,2006,4,3,2
459176,0243545B,Bebearia,sophus,f,Mar,30,2006,4,3,2
459346,0243545B,Bebearia,sophus,m,Mar,30,2006,4,3,2
459458,0243545B,Bebearia,sophus,m,Mar,30,2006,4,3,2
459087,0243546B,Bebearia,sophus,f,Apr,20,2006,4,3,2
459251,0243547A,Bebearia,sophus,f,May,10,2006,4,3,2
458619,0243547B,Bebearia,sophus,m,May,11,2006,4,3,2
458729,0243551A,Bebearia,sophus,m,May,31,2006,4,3,2
440509,0243551B,Bebearia,sophus,m,Jun,1,2006,4,3,2
440706,0243551B,Bebearia,sophus,m,Jun,1,2006,4,3,2
458844,0243551B,Bebearia,sophus,m,Jun,1,2006,4,3,2
423374,02445310A,Bebearia,sophus,f,Nov,23,2005,4,4,2
422212,02445310B,Bebearia,sophus,m,Nov,24,2005,4,4,2
422301,02445310B,Bebearia,sophus,m,Nov,24,2005,4,4,2
423193,02445311A,Bebearia,sophus,m,Dec,14,2005,4,4,2
422302,0244533A,Bebearia,sophus,m,Aug,9,2005,4,4,2
423047,0244533A,Bebearia,sophus,m,Aug,9,2005,4,4,2
423078,0244533A,Bebearia,sophus,m,Aug,9,2005,4,4,2
422144,0244533B,Bebearia,sophus,f,Aug,10,2005,4,4,2
422140,0244537A,Bebearia,sophus,m,Sep,28,2005,4,4,2
422559,0244537A,Bebearia,sophus,m,Sep,28,2005,4,4,2
423245,0244537A,Bebearia,sophus,f,Sep,28,2005,4,4,2
422995,0244538B,Bebearia,sophus,m,Oct,13,2005,4,4,2
423274,0244538B,Bebearia,sophus,m,Oct,13,2005,4,4,2
423157,0244539A,Bebearia,sophus,m,Nov,2,2005,4,4,2
423285,0244539A,Bebearia,sophus,m,Nov,2,2005,4,4,2
440548,0244541A,Bebearia,sophus,m,Jan,4,2006,4,4,2
440937,0244543A,Bebearia,sophus,m,Feb,15,2006,4,4,2
440766,0244543B,Bebearia,sophus,f,Feb,16,2006,4,4,2
459210,0244544A,Bebearia,sophus,m,Mar,8,2006,4,4,2
459163,0244544B,Bebearia,sophus,m,Mar,9,2006,4,4,2
440659,0244545A,Bebearia,sophus,m,Mar,29,2006,4,4,2
458932,0244545B,Bebearia,sophus,f,Mar,30,2006,4,4,2
458698,0244546A,Bebearia,sophus,m,Apr,19,2006,4,4,2
459155,0244546A,Bebearia,sophus,f,Apr,19,2006,4,4,2
459393,0244546B,Bebearia,sophus,m,Apr,20,2006,4,4,2
459287,0244551B,Bebearia,sophus,m,Jun,1,2006,4,4,2
423272,0311533B,Bebearia,sophus,f,Sep,30,2005,1,1,3
440977,0311542B,Bebearia,sophus,m,Feb,8,2006,1,1,3
458712,0311544A,Bebearia,sophus,m,Mar,21,2006,1,1,3
422191,0314533B,Bebearia,sophus,m,Sep,30,2005,1,4,3
459027,0314544B,Bebearia,sophus,m,Mar,22,2006,1,4,3
423113,0321532B,Bebearia,sophus,f,Sep,16,2005,2,1,3
422182,0321536A,Bebearia,sophus,m,Nov,22,2005,2,1,3
441005,0322542B,Bebearia,sophus,f,Feb,8,2006,2,2,3
459143,0322544A,Bebearia,sophus,m,Mar,21,2006,2,2,3
423310,0412539B,Bebearia,sophus,m,Dec,1,2005,1,2,4
423391,0413537A,Bebearia,sophus,m,Sep,21,2005,1,3,4
459133,0413542A,Bebearia,sophus,m,Jan,31,2006,1,3,4
423116,0414536B,Bebearia,sophus,f,Sep,8,2005,1,4,4
459286,0421547A,Bebearia,sophus,m,May,17,2006,2,1,4
459211,0424545A,Bebearia,sophus,m,Apr,5,2006,2,4,4
423100,0511532B,Bebearia,sophus,f,Aug,31,2005,1,1,5
458756,0511541A,Bebearia,sophus,m,Feb,2,2006,1,1,5
459065,0511543B,Bebearia,sophus,f,Mar,17,2006,1,1,5
459184,0511545A,Bebearia,sophus,m,Apr,27,2006,1,1,5
459107,0511545B,Bebearia,sophus,f,Apr,28,2006,1,1,5
458850,0511546A,Bebearia,sophus,m,May,18,2006,1,1,5
423087,0512533A,Bebearia,sophus,f,Sep,13,2005,1,2,5
422333,0512536B,Bebearia,sophus,m,Nov,11,2005,1,2,5
464596,0512541A,Bebearia,sophus,f,Feb,2,2006,1,2,5
440967,0512543B,Bebearia,sophus,f,Mar,17,2006,1,2,5
458886,0512544A,Bebearia,sophus,m,Apr,6,2006,1,2,5
459146,0512544A,Bebearia,sophus,f,Apr,6,2006,1,2,5
458653,0512544B,Bebearia,sophus,m,Apr,7,2006,1,2,5
458963,0512544B,Bebearia,sophus,f,Apr,7,2006,1,2,5
458604,0512546A,Bebearia,sophus,m,May,18,2006,1,2,5
423230,0513532B,Bebearia,sophus,m,Aug,31,2005,1,3,5
423036,0513533A,Bebearia,sophus,f,Sep,13,2005,1,3,5
458689,0513544A,Bebearia,sophus,f,Apr,6,2006,1,3,5
458773,0513544B,Bebearia,sophus,m,Apr,7,2006,1,3,5
459068,0513544B,Bebearia,sophus,m,Apr,7,2006,1,3,5
459214,0513545A,Bebearia,sophus,m,Apr,27,2006,1,3,5
440732,0513545B,Bebearia,sophus,m,Apr,28,2006,1,3,5
440962,0513546A,Bebearia,sophus,f,May,18,2006,1,3,5
458691,0513546A,Bebearia,sophus,m,May,18,2006,1,3,5
459405,0513546A,Bebearia,sophus,m,May,18,2006,1,3,5
440672,0513546B,Bebearia,sophus,m,May,19,2006,1,3,5
458657,0514544A,Bebearia,sophus,m,Apr,6,2006,1,4,5
459175,0514545A,Bebearia,sophus,f,Apr,27,2006,1,4,5
458728,0514545B,Bebearia,sophus,f,Apr,28,2006,1,4,5
459282,0514546A,Bebearia,sophus,m,May,18,2006,1,4,5
459050,0522546A,Bebearia,sophus,f,May,18,2006,2,2,5
423155,0523531B,Bebearia,sophus,m,Jul,6,2005,2,3,5
458889,0523544A,Bebearia,sophus,m,Apr,6,2006,2,3,5
458797,0524542B,Bebearia,sophus,f,Feb,24,2006,2,4,5
458616,0524545A,Bebearia,sophus,m,Apr,27,2006,2,4,5
458603,0524545B,Bebearia,sophus,m,Apr,28,2006,2,4,5
459034,0524545B,Bebearia,sophus,m,Apr,28,2006,2,4,5
458617,0531543B,Bebearia,sophus,m,Mar,17,2006,3,1,5
459453,0531544B,Bebearia,sophus,m,Apr,7,2006,3,1,5
459036,0531546A,Bebearia,sophus,m,May,18,2006,3,1,5
459178,0531546A,Bebearia,sophus,m,May,18,2006,3,1,5
459005,0532541A,Bebearia,sophus,f,Feb,2,2006,3,2,5
459268,0532544B,Bebearia,sophus,f,Apr,7,2006,3,2,5
459009,0532545A,Bebearia,sophus,m,Apr,27,2006,3,2,5
459104,0532545A,Bebearia,sophus,m,Apr,27,2006,3,2,5
459289,0532545A,Bebearia,sophus,m,Apr,27,2006,3,2,5
459144,0532545B,Bebearia,sophus,m,Apr,28,2006,3,2,5
459348,0532545B,Bebearia,sophus,m,Apr,28,2006,3,2,5
459383,0532545B,Bebearia,sophus,m,Apr,28,2006,3,2,5
422123,0533531B,Bebearia,sophus,m,Jul,6,2005,3,3,5
423156,0533535B,Bebearia,sophus,m,Oct,21,2005,3,3,5
458876,0533541A,Bebearia,sophus,f,Feb,2,2006,3,3,5
459209,0533543A,Bebearia,sophus,m,Mar,16,2006,3,3,5
440844,0533544B,Bebearia,sophus,f,Apr,7,2006,3,3,5
458711,0533544B,Bebearia,sophus,f,Apr,7,2006,3,3,5
459099,0533545A,Bebearia,sophus,m,Apr,27,2006,3,3,5
458727,0533546A,Bebearia,sophus,m,May,18,2006,3,3,5
458787,0533546A,Bebearia,sophus,m,May,18,2006,3,3,5
458931,0533546A,Bebearia,sophus,m,May,18,2006,3,3,5
459093,0533546A,Bebearia,sophus,f,May,18,2006,3,3,5
459241,0611545B,Bebearia,sophus,m,Apr,26,2006,1,1,6
422202,0612531B,Bebearia,sophus,m,Jul,6,2005,1,2,6
458888,0612541B,Bebearia,sophus,m,Feb,1,2006,1,2,6
423151,0613531A,Bebearia,sophus,m,Jul,5,2005,1,3,6
458974,0613531A,Bebearia,sophus,m,Jul,5,2005,1,3,6
458674,0613543B,Bebearia,sophus,m,Mar,15,2006,1,3,6
423333,0621531A,Bebearia,sophus,f,Jul,5,2005,2,1,6
422273,0622531A,Bebearia,sophus,m,Jul,5,2005,2,2,6
423195,0623538A,Bebearia,sophus,m,Dec,21,2005,2,3,6
458704,0623545A,Bebearia,sophus,m,Apr,25,2006,2,3,6
423000,0632532A,Bebearia,sophus,f,Aug,30,2005,3,2,6
441003,0711541A,Bebearia,sophus,m,Jan,26,2006,1,1,7
459188,0711541A,Bebearia,sophus,m,Jan,26,2006,1,1,7
459165,0711543A,Bebearia,sophus,f,Mar,9,2006,1,1,7
458918,0711544A,Bebearia,sophus,m,Mar,30,2006,1,1,7
458684,0711545B,Bebearia,sophus,f,Apr,21,2006,1,1,7
423191,0712531A,Bebearia,sophus,f,Jul,14,2005,1,2,7
459330,0712545A,Bebearia,sophus,m,Apr,20,2006,1,2,7
423321,0714534B,Bebearia,sophus,f,Sep,23,2005,1,4,7
458731,0714545B,Bebearia,sophus,m,Apr,21,2006,1,4,7
459148,0714545B,Bebearia,sophus,f,Apr,21,2006,1,4,7
459213,0714545B,Bebearia,sophus,m,Apr,21,2006,1,4,7
422221,0721533A,Bebearia,sophus,m,Sep,8,2005,2,1,7
423207,0723533A,Bebearia,sophus,m,Sep,8,2005,2,3,7
423112,0723536B,Bebearia,sophus,f,Oct,28,2005,2,3,7
458612,0723546B,Bebearia,sophus,f,May,12,2006,2,3,7
459352,0723546B,Bebearia,sophus,f,May,12,2006,2,3,7
423040,0731533B,Bebearia,sophus,m,Sep,9,2005,3,1,7
423089,0732533B,Bebearia,sophus,f,Sep,9,2005,3,2,7
459404,0732542A,Bebearia,sophus,m,Feb,16,2006,3,2,7
459229,0732544A,Bebearia,sophus,m,Mar,30,2006,3,2,7
458707,0733544A,Bebearia,sophus,m,Mar,30,2006,3,3,7
459335,0733545A,Bebearia,sophus,m,Apr,20,2006,3,3,7
423194,0734536B,Bebearia,sophus,m,Oct,28,2005,3,4,7
423082,0734537B,Bebearia,sophus,m,Nov,18,2005,3,4,7
458627,0734543A,Bebearia,sophus,m,Mar,9,2006,3,4,7
422198,0111521A,Bebearia,tentyris,m,Feb,16,2005,1,1,1
422166,0111534A,Bebearia,tentyris,m,Sep,20,2005,1,1,1
422288,0111535A,Bebearia,tentyris,m,Oct,4,2005,1,1,1
422439,0111535B,Bebearia,tentyris,m,Oct,5,2005,1,1,1
422245,0111536A,Bebearia,tentyris,m,Oct,25,2005,1,1,1
422403,0111536A,Bebearia,tentyris,m,Oct,25,2005,1,1,1
422206,0111536B,Bebearia,tentyris,m,Oct,26,2005,1,1,1
461327,0111546A,Bebearia,tentyris,m,Apr,18,2006,1,1,1
468781,0111546A,Bebearia,tentyris,m,Apr,18,2006,1,1,1
461375,0111547A,Bebearia,tentyris,m,May,9,2006,1,1,1
458685,0111547B,Bebearia,tentyris,m,May,10,2006,1,1,1
460936,0111547B,Bebearia,tentyris,m,May,10,2006,1,1,1
461193,0111547B,Bebearia,tentyris,m,May,10,2006,1,1,1
461237,0111547B,Bebearia,tentyris,m,May,10,2006,1,1,1
461269,0111547B,Bebearia,tentyris,m,May,10,2006,1,1,1
461334,0111547B,Bebearia,tentyris,m,May,10,2006,1,1,1
422201,0112536B,Bebearia,tentyris,m,Oct,26,2005,1,2,1
422204,0112538A,Bebearia,tentyris,m,Dec,6,2005,1,2,1
422523,0112538B,Bebearia,tentyris,f,Dec,7,2005,1,2,1
458847,0112546A,Bebearia,tentyris,f,Apr,18,2006,1,2,1
461086,0112546B,Bebearia,tentyris,m,Apr,19,2006,1,2,1
458985,0112547B,Bebearia,tentyris,f,May,10,2006,1,2,1
459145,0112547B,Bebearia,tentyris,f,May,10,2006,1,2,1
460961,0112547B,Bebearia,tentyris,m,May,10,2006,1,2,1
460976,0112547B,Bebearia,tentyris,m,May,10,2006,1,2,1
461064,0112547B,Bebearia,tentyris,m,May,10,2006,1,2,1
461414,0112547B,Bebearia,tentyris,m,May,10,2006,1,2,1
422511,0113535B,Bebearia,tentyris,m,Oct,5,2005,1,3,1
461586,0113546B,Bebearia,tentyris,m,Apr,19,2006,1,3,1
461044,0113547A,Bebearia,tentyris,m,May,9,2006,1,3,1
461383,0114546B,Bebearia,tentyris,m,Apr,19,2006,1,4,1
460880,0114547A,Bebearia,tentyris,m,May,9,2006,1,4,1
461374,0114547A,Bebearia,tentyris,m,May,9,2006,1,4,1
422476,0121521A,Bebearia,tentyris,m,Feb,16,2005,2,1,1
422243,0121536A,Bebearia,tentyris,m,Oct,25,2005,2,1,1
422557,0121536A,Bebearia,tentyris,m,Oct,25,2005,2,1,1
459281,0121547A,Bebearia,tentyris,f,May,9,2006,2,1,1
461141,0121547B,Bebearia,tentyris,m,May,10,2006,2,1,1
422407,0122521A,Bebearia,tentyris,m,Feb,16,2005,2,2,1
422167,0122533B,Bebearia,tentyris,f,Sep,7,2005,2,2,1
461491,0122545A,Bebearia,tentyris,m,Mar,28,2006,2,2,1
461552,0122545A,Bebearia,tentyris,m,Mar,28,2006,2,2,1
468609,0122547A,Bebearia,tentyris,m,May,9,2006,2,2,1
458663,0122547B,Bebearia,tentyris,m,May,10,2006,2,2,1
422432,0123536B,Bebearia,tentyris,m,Oct,26,2005,2,3,1
422443,0123536B,Bebearia,tentyris,m,Oct,26,2005,2,3,1
422392,0123538A,Bebearia,tentyris,m,Dec,6,2005,2,3,1
461100,0123544A,Bebearia,tentyris,m,Mar,7,2006,2,3,1
459010,0123546A,Bebearia,tentyris,f,Apr,18,2006,2,3,1
461477,0123546A,Bebearia,tentyris,m,Apr,18,2006,2,3,1
459132,0123547A,Bebearia,tentyris,f,May,9,2006,2,3,1
422286,0124534B,Bebearia,tentyris,f,Sep,21,2005,2,4,1
422481,0124535B,Bebearia,tentyris,m,Oct,5,2005,2,4,1
460900,0124543A,Bebearia,tentyris,m,Feb,14,2006,2,4,1
461452,0124545A,Bebearia,tentyris,m,Mar,28,2006,2,4,1
459186,0124546A,Bebearia,tentyris,f,Apr,18,2006,2,4,1
461257,0124546B,Bebearia,tentyris,m,Apr,19,2006,2,4,1
461426,0124546B,Bebearia,tentyris,m,Apr,19,2006,2,4,1
460787,0124547A,Bebearia,tentyris,m,May,9,2006,2,4,1
460817,0124547A,Bebearia,tentyris,m,May,9,2006,2,4,1
461309,0124547A,Bebearia,tentyris,m,May,9,2006,2,4,1
461259,0124547B,Bebearia,tentyris,m,May,10,2006,2,4,1
458648,0131547B,Bebearia,tentyris,m,May,10,2006,3,1,1
460941,0131547B,Bebearia,tentyris,m,May,10,2006,3,1,1
460845,0132546A,Bebearia,tentyris,m,Apr,18,2006,3,2,1
461056,0132546A,Bebearia,tentyris,m,Apr,18,2006,3,2,1
461108,0132546A,Bebearia,tentyris,m,Apr,18,2006,3,2,1
468529,0132546A,Bebearia,tentyris,m,Apr,18,2006,3,2,1
468530,0132546A,Bebearia,tentyris,m,Apr,18,2006,3,2,1
460846,0132547A,Bebearia,tentyris,m,May,9,2006,3,2,1
422483,0133535A,Bebearia,tentyris,f,Oct,4,2005,3,3,1
422170,0133536B,Bebearia,tentyris,m,Oct,26,2005,3,3,1
468618,0133546A,Bebearia,tentyris,m,Apr,18,2006,3,3,1
461298,0133546B,Bebearia,tentyris,m,Apr,19,2006,3,3,1
459447,0133547A,Bebearia,tentyris,f,May,9,2006,3,3,1
460785,0133547A,Bebearia,tentyris,m,May,9,2006,3,3,1
460913,0133547A,Bebearia,tentyris,m,May,9,2006,3,3,1
461294,0133547A,Bebearia,tentyris,m,May,9,2006,3,3,1
459141,0134547A,Bebearia,tentyris,f,May,9,2006,3,4,1
422158,0141521A,Bebearia,tentyris,f,Feb,16,2005,4,1,1
422323,0141521A,Bebearia,tentyris,m,Feb,16,2005,4,1,1
422510,0141521A,Bebearia,tentyris,m,Feb,16,2005,4,1,1
422412,0141536B,Bebearia,tentyris,m,Oct,26,2005,4,1,1
460805,0141546A,Bebearia,tentyris,m,Apr,18,2006,4,1,1
461233,0141546A,Bebearia,tentyris,m,Apr,18,2006,4,1,1
461528,0141546A,Bebearia,tentyris,m,Apr,18,2006,4,1,1
468488,0141546A,Bebearia,tentyris,m,Apr,18,2006,4,1,1
468610,0141546A,Bebearia,tentyris,m,Apr,18,2006,4,1,1
458815,0141546B,Bebearia,tentyris,f,Apr,19,2006,4,1,1
459177,0141547A,Bebearia,tentyris,f,May,9,2006,4,1,1
461022,0141547A,Bebearia,tentyris,m,May,9,2006,4,1,1
461260,0141547A,Bebearia,tentyris,m,May,9,2006,4,1,1
461432,0141547A,Bebearia,tentyris,m,May,9,2006,4,1,1
460920,0141547B,Bebearia,tentyris,m,May,10,2006,4,1,1
461164,0141547B,Bebearia,tentyris,m,May,10,2006,4,1,1
461271,0141547B,Bebearia,tentyris,m,May,10,2006,4,1,1
461496,0141547B,Bebearia,tentyris,m,May,10,2006,4,1,1
422482,0142535A,Bebearia,tentyris,m,Oct,4,2005,4,2,1
422448,0142538B,Bebearia,tentyris,m,Dec,7,2005,4,2,1
461150,0142544B,Bebearia,tentyris,m,Mar,8,2006,4,2,1
468561,0142544B,Bebearia,tentyris,m,Mar,8,2006,4,2,1
461012,0142546B,Bebearia,tentyris,m,Apr,19,2006,4,2,1
461095,0142546B,Bebearia,tentyris,m,Apr,19,2006,4,2,1
459206,0142547A,Bebearia,tentyris,m,May,9,2006,4,2,1
458606,0142547B,Bebearia,tentyris,f,May,10,2006,4,2,1
459262,0142547B,Bebearia,tentyris,f,May,10,2006,4,2,1
461143,0142547B,Bebearia,tentyris,m,May,10,2006,4,2,1
461273,0142547B,Bebearia,tentyris,m,May,10,2006,4,2,1
468616,0142547B,Bebearia,tentyris,m,May,10,2006,4,2,1
468684,0142547B,Bebearia,tentyris,m,May,10,2006,4,2,1
422365,0143536B,Bebearia,tentyris,m,Oct,26,2005,4,3,1
422431,0143536B,Bebearia,tentyris,m,Oct,26,2005,4,3,1
422447,0143536B,Bebearia,tentyris,m,Oct,26,2005,4,3,1
422539,0143536B,Bebearia,tentyris,m,Oct,26,2005,4,3,1
461312,0143544A,Bebearia,tentyris,m,Mar,7,2006,4,3,1
458930,0143546A,Bebearia,tentyris,f,Apr,18,2006,4,3,1
461449,0143546A,Bebearia,tentyris,m,Apr,18,2006,4,3,1
468687,0143546A,Bebearia,tentyris,m,Apr,18,2006,4,3,1
461453,0143546B,Bebearia,tentyris,m,Apr,19,2006,4,3,1
461512,0143546B,Bebearia,tentyris,m,Apr,19,2006,4,3,1
461588,0143546B,Bebearia,tentyris,m,Apr,19,2006,4,3,1
422364,0144521A,Bebearia,tentyris,m,Feb,16,2005,4,4,1
422159,0144533B,Bebearia,tentyris,f,Sep,7,2005,4,4,1
461176,0144544B,Bebearia,tentyris,m,Mar,8,2006,4,4,1
461293,0144545A,Bebearia,tentyris,m,Mar,28,2006,4,4,1
459134,0144546B,Bebearia,tentyris,m,Apr,19,2006,4,4,1
461337,0144546B,Bebearia,tentyris,m,Apr,19,2006,4,4,1
461433,0144546B,Bebearia,tentyris,m,Apr,19,2006,4,4,1
458678,0144547A,Bebearia,tentyris,f,May,9,2006,4,4,1
459301,0144547A,Bebearia,tentyris,m,May,9,2006,4,4,1
459337,0144547A,Bebearia,tentyris,f,May,9,2006,4,4,1
460990,0144547A,Bebearia,tentyris,f,May,9,2006,4,4,1
461412,0144547A,Bebearia,tentyris,m,May,9,2006,4,4,1
458868,0144547B,Bebearia,tentyris,f,May,10,2006,4,4,1
459137,0144547B,Bebearia,tentyris,f,May,10,2006,4,4,1
461410,0144547B,Bebearia,tentyris,m,May,10,2006,4,4,1
422321,0145521A,Bebearia,tentyris,m,Feb,16,2005,4,5,1
422208,0211538B,Bebearia,tentyris,m,Oct,13,2005,1,1,2
422409,0212531B,Bebearia,tentyris,m,Jun,16,2005,1,2,2
422330,0212535A,Bebearia,tentyris,m,Aug,31,2005,1,2,2
461190,0213546B,Bebearia,tentyris,m,Apr,20,2006,1,3,2
422475,0214533B,Bebearia,tentyris,f,Aug,10,2005,1,4,2
422183,0221531B,Bebearia,tentyris,m,Jun,16,2005,2,1,2
460959,0223546A,Bebearia,tentyris,m,Apr,19,2006,2,3,2
422367,0231531B,Bebearia,tentyris,m,Jun,16,2005,3,1,2
